0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2012,
,,,,,,FULL YEAR,,
Department / Category,FY 09 Year End,FY 10 Year End,FY 11 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Housing & Community Dev.,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Parks and Recreation,,,,,,,,
Full-Time Positions,443,435,590,627,609,574,53,35
Class 100 Total Oblig./Approp.,"30,243,069","27,152,824","36,230,641","36,194,183","35,859,901","35,859,901","334,282",0
Class 100 Overtime Oblig./Approp.,"875,993","917,592","2,637,988","2,300,325","2,308,650","2,502,103","(201,778)","(193,453)"
Police,,,,,,,,
Full-Time Positions,"7,443","7,378","7,219","7,371","7,192","7,225",146,(33)
Class 100 Total Oblig./Approp.,"517,385,709","512,452,670","520,720,951","534,842,399","537,342,399","537,342,399","(2,500,000)",0
Class 100 Overtime Oblig./Approp.,"49,117,627","41,687,824","35,856,495","43,952,008","45,240,756","42,033,252","1,918,756","3,207,504"
Prisons,,,,,,,,
Full-Time Positions,"2,067","2,254","2,166","2,310","2,224","2,144",166,80
Class 100 Total Oblig./Approp.,"124,613,631","120,886,049","117,944,133","117,058,997","121,158,997","121,158,997","(4,100,000)",0
Class 100 Overtime Oblig./Approp.,"29,923,867","23,948,327","25,097,597","22,130,465","25,130,465","29,249,429","(7,118,964)","(4,118,964)"
Procurement,,,,,,,,
Full-Time Positions,50,46,45,49,49,45,4,4
Class 100 Total Oblig./Approp.,"2,562,046","2,231,737","2,083,262","2,236,253","2,236,253","2,236,253",0,0
Class 100 Overtime Oblig./Approp.,603,0,29,"5,000","5,000","2,949","2,051","2,051"
