0,1,2,3,4,5,6,7,8
,,,,,,FY 2021 FULL YEAR,,
Department/Category,FY 18 Year End,FY 19 Year End,FY 20,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Law,,,,,,,,
Full-Time Positions,121,128,130,134,134,127,7,7
Class 100 Total Oblig./Approp.,"7,978,352","8,802,032","9,733,493","9,520,003","9,520,003","9,520,003",0,0
Class 100 Overtime Oblig./Approp.,"1,254",72,6,0,"1,700","6,100","(6,100)","(4,400)"
Licenses & Inspections,,,,,,,,
Full-Time Positions,396,372,394,423,423,372,51,51
Class 100 Total Oblig./Approp.,"22,292,655","23,626,633","24,986,716","23,970,217","23,970,217","23,970,217",0,0
Class 100 Overtime Oblig./Approp.,"1,306,891","1,432,352","1,408,144","1,331,213","671,213","845,000","486,213","(173,787)"
L&I-Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"67,339","83,562","79,592","82,018","82,018","82,018",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
L&I-Board of L& Review,,,,,,,,
Full-Time Positions,2,2,2,2,2,1,1,1
Class 100 Total Oblig./Approp.,"143,207","129,561","126,329","165,635","165,635","165,635",0,0
Class 100 Overtime Oblig./Approp.,"1,372","1,164",35,0,0,0,0,0
Managing Director,,,,,,,,
Full-Time Positions,307,307,287,317,317,290,27,27
Class 100 Total Oblig./Approp.,"20,292,249","20,519,487","40,052,290","36,119,907","42,837,601","42,562,601","(6,442,694)","275,000"
Class 100 Overtime Oblig./Approp.,"471,245","501,777","1,088,557","660,000","509,709","826,000","(166,000)","(316,291)"
Mayor's Office,,,,,,,,
Full-Time Positions,41,51,61,65,65,61,4,4
Class 100 Total Oblig./Approp.,"3,487,719","4,779,593","5,526,098","5,775,991","5,808,491","5,808,491","(32,500)",0
Class 100 Overtime Oblig./Approp.,0,0,88,0,0,0,0,0
Mayor's Office of Community Empowerment and Opportunity,,,,,,,,
Full-Time Positions,2,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"233,263","90,000","90,000","45,000","45,000","45,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,
Full-Time Positions,11,11,10,10,10,8,2,2
Class 100 Total Oblig./Approp.,"545,525","587,931","598,178","578,952","578,952","578,952",0,0
Class 100 Overtime Oblig./Approp.,"28,588","16,444","11,874","35,814","15,814","2,400","33,414","13,414"
Office of Arts and Culture,,,,,,,,
Full-Time Positions,5,7,2,0,0,0,0,0
Class 100 Total Oblig./Approp.,"274,563","453,399","544,982",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,40,150,0,0,0,0,0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,
Full-Time Positions,16,16,24,24,24,23,1,1
Class 100 Total Oblig./Approp.,"1,558,164","1,580,748","1,550,431","1,546,510","1,546,510","1,546,510",0,0
Class 100 Overtime Oblig./Approp.,"6,737","6,906","6,636","6,500","6,500","7,600","(1,100)","(1,100)"
