0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2022 YEAR TO DATE,,,,FY 2022 FULL YEAR,,
Department/Category,FY 19 Year End Actual,FY 20 Year End Actual,FY 21 Unaudited Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budget,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Fleet Management,,,,,,,,,,,
Full-Time Positions,286,282,268,266,266,0,315,315,315,0,0
Class 100 Total Oblig./Approp.,"18,501,080","18,563,332","17,982,245","4,008,749","4,008,749",0,"19,260,680","19,260,680","19,260,680",0,0
Class 100 Overtime Oblig./Approp.,"2,406,919","1,679,115","1,413,920","407,457","287,877","119,580","1,629,828","1,629,828","1,629,828",0,0
Free Library,,,,,,,,,,,
Full-Time Positions,651,677,634,636,636,0,715,715,715,0,0
Class 100 Total Oblig./Approp.,"38,004,616","41,221,658","36,056,416","8,583,224","8,583,224",0,"38,171,857","38,171,857","39,104,952","(933,095)","(933,095)"
Class 100 Overtime Oblig./Approp.,"1,667,956","1,646,292","325,884","471,250","111,212","360,038","1,885,000","1,885,000","1,085,000","800,000","800,000"
Human Relations Commission,,,,,,,,,,,
Full-Time Positions,32,34,32,31,31,0,33,33,33,0,0
Class 100 Total Oblig./Approp.,"2,071,428","2,286,672","2,267,083","481,036","481,036",0,"2,325,040","2,325,040","2,325,040",0,0
Class 100 Overtime Oblig./Approp.,0,23,"4,569",0,"13,381","(13,381)",0,0,0,0,0
Human Services,,,,,,,,,,,
Full-Time Positions,396,437,492,492,492,0,492,492,492,0,0
Class 100 Total Oblig./Approp. *,"22,738,842","22,404,173","28,025,714",0,0,0,"32,182,866","32,182,866","32,182,866",0,0
Class 100 Overtime Oblig./Approp.,"2,644,765","2,993,692","3,324,490","947,259",0,"947,259","3,789,034","3,789,034","3,789,034",0,0
Labor,,,,,,,,,,,
Full-Time Positions,22,27,26,26,26,0,39,39,37,2,2
Class 100 Total Oblig./Approp.,"1,586,766","1,945,732","1,991,712","461,937","461,937",0,"2,939,422","2,939,422","2,840,422","99,000","99,000"
Class 100 Overtime Oblig./Approp.,274,986,59,"8,988",80,"8,908","35,950","35,950","5,950","30,000","30,000"
Law,,,,,,,,,,,
Full-Time Positions,128,130,127,168,168,0,180,180,180,0,0
Class 100 Total Oblig./Approp.,"8,802,032","9,733,493","9,640,029","2,843,053","2,843,053",0,"13,329,167","13,329,167","13,529,379","(200,212)","(200,212)"
Class 100 Overtime Oblig./Approp.,72,6,"6,050",0,248,(248),0,0,0,0,0
Licenses & Inspections,,,,,,,,,,,
Full-Time Positions,372,394,372,359,359,0,426,426,426,0,0
Class 100 Total Oblig./Approp.,"23,626,633","24,986,716","24,779,256","5,056,575","5,056,575",0,"24,577,968","24,577,968","24,427,968","150,000","150,000"
Class 100 Overtime Oblig./Approp.,"1,432,352","1,408,144","845,614","289,053","227,484","61,569","1,156,213","1,156,213","1,006,213","150,000","150,000"
