0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2011,
,,,,,,FULL YEAR,,
Department/ Category,FY 08 Year End,FY 09 Year End,FY 10 Year End,Adopted,Original Target,Year End Departmental,Departmental (Over) Under,Projection
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget Target,Budget
"Capital Program Office, Mayor -",,,,,,,,
Full-Time Positions,21,24,o,0,0,0,0,0
Class 100 Total Oblig./Approp.,"1,358,012","2,004,347",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,"23,425","4,575",0,o,0,0,0,0
City Commissioners,,,,,,,,
Full-Time Positions,91,100,102,88,88,95,(7),(7)
Class 100 Total Oblig./Approp.,"5,656,970","6,081,795","5,858,757","5,511,210","5,511,210","5,542,210","(31,000)","(31,000)"
Class 100 Overtime Oblig./Approp.,"1,119,682","1,122,061","847,165","890,423","921,423","859,335","31,088","62,088"
City Council,,,,,,,,
Full-Time Positions,192,185,176,195,195,182,13,13
Class 100 Total Oblig./Approp.,"11,747,063","12,291,886","11,916,408","12,283,837","12,283,837","12,283,837",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
City Planning Commission,,,,,,,,
Full-Time Positions,44,42,40,38,37,33,5,4
Class 100 Total Oblig./Approp.,"2,990,671","2,885,063","2,745,493","2,425,995","2,136,956","2,136,956","289,039",o
Class 100 Overtime Oblig./Approp.,0,168,0,o,0,0,o,0
City Representative,,,,,,,,
Full-Time Positions,0,6,7,7,7,6,1,1
Class 100 Total Oblig./Approp.,0,"387,224","329,524","338,082","338,082","338,082",o,0
Class 100 Overtime Oblig./Approp.,0,"11,393",0,0,0,0,0,0
City Treasurer,,,,,,,,
Full-Time Positions,11,11,11,14,13,13,1,0
Class 100 Total Oblig./Approp.,"637,361","556,470","619,313","745,937","745,937","745,937",0,0
Class 100 Overtime Oblig./Approp.,"8,625","9,987",996,0,o,449,(449),(449)
Civil Service Commission,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,o,0
Class 100 Total Oblig./Approp.,"122,147","139,532","128,307","139,309","139,309","139,309",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,o,o
