0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department/ Category,FY 17 Year End,FY 18 Year End,FY 19 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Streets,,,,,,,,,,,
Full-Time Positions,"1,702","1,738","1,736","1,859","1,859",0,"1,982","1,982","1,982",0,0
Class 100 Total Oblig./Approp.,"76,897,341","79,636,511","83,603,511","39,764,060","39,764,060",0,"90,464,913","90,879,112","90,879,112","(414,199)",0
Class 100 Overtime Oblig./Approp.,"13,942,643","16,200,539","15,557,607","6,178,021","7,731,591","(1,553,570)","11,356,042","11,356,042","12,856,042","(1,500,000)","(1,500,000)"
,,,,,,,,,,,
TOTAL GENERAL FUND Full-Time Positions,"21,610","22,226","22,210","22,557","22,598",(41),"23,774","23,810","23,810",(36),0
Class 100 Total Oblig./Approp.,"1,589,003,244","1,690,080,953","1,749,789,358","835,480,614","835,480,614",0,"1,820,084,499","1,842,197,848","1,844,705,074","(23,970,019)","(2,507,226)"
Class 100 Overtime Oblig./Approp.,"163,245,876","179,380,142","176,564,791","92,168,207","113,088,580","(20,920,373)","166,561,406","182,936,406","199,716,166","(33,154,760)","(16,779,760)"
