0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2012,
,,,,,,FULL YEAR,,
Department/ Category,FY 09 Year End,FY 10 Year End,FY 11 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Atwater Kent Museum,,,,,,,,
Full-Time Positions,4,4,4,4,4,4,0,0
Class 100 Total Oblig./Approp.,"225,971","248,059","182,101","218,630","218,630","218,630",0,0
Class 100 Overtime Oblig./Approp.,"6,932",82,874,"1,433","1,433",0,"1,433","1,433"
Auditing,,,,,,,,
Full-Time Positions,124,120,113,122,115,111,11,4
Class 100 Total Oblig./Approp.,"7,362,568","6,886,798","6,725,248","7,033,602","6,757,481","6,757,481","276,121",0
Class 100 Overtime Oblig./Approp.,"58,793","43,683","36,360",0,"6,307","58,522","(58,522)","(52,215)"
Board of Building Standards,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"91,313","61,224","61,104","71,542","70,169","70,169","1,373",0
Class 100 Overtime Oblig./Approp.,596,0,0,0,0,0,0,0
Board of Ethics,,,,,,,,
Full-Time Positions,9,7,8,9,11,8,1,3
Class 100 Total Oblig./Approp.,"677,611","679,563","642,747","700,000","744,000","744,000","(44,000)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Board of L & I Review,,,,,,,,
Full-Time Positions,2,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,"194,190","120,849","126,917","140,645","140,645","140,645",0,0
Class 100 Overtime Oblig./Approp.,0,0,952,0,0,0,0,0
