0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2013,
,,,,,,FULL YEAR,,
Department/ Category,FY 10 Year End,FY 11 Year End,FY 12 Year End,Adopted,Current Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Streets-Sanitation,,,,,,,,
Full-Time Positions,"1,170","1,179","1,157","1,228","1,228","1,165",63,63
Class 100 Total Oblig./Approp.,"47,455,599","45,985,953","46,123,890","45,145,923","45,145,923","44,645,923","500,000","500,000"
Class 100 Overtime Oblig./Approp.,"9,147,087","7,301,880","7,679,471","5,864,576","6,072,157","7,107,251","(1,242,675)","(1,035,094)"
Youth Commission,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"39,347","47,000","24,694","50,000","50,000","50,000",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Zoning Board of Adjustment,,,,,,,,
Full-Time Positions,5,5,5,5,5,5,0,0
Class 100 Total Oblig./Approp.,"274,892","299,145","333,162","320,960","322,382","322,382","(1,422)",0
Class 100 Overtime Oblig./Approp.,0,"1,994",12,0,0,0,0,0
Zoning Code Commission,,,,,,,,
Full-Time Positions,2,2,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"127,639","150,000","119,408",0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
,,,,,,,,
TOTAL GENERAL FUND,,,,,,,,
Full-Time Positions,"22,297","22,020","21,175","22,318","21,804","20,897","1,421",907
Class 100 Total Oblig./Approp.,"1,360,000,423","1,360,361,310","1,318,984,279","1,341,312,717","1,367,399,833","1,362,999,833","(21,687,116)","4,400,000"
Class 100 Overtime Oblig./Approp.,"119,868,002","121,265,534","125,081,005","110,172,791","136,654,042","140,868,388","(30,695,597)","(4,214,346)"
