0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2010,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/ Category,FY 07 Year End Actual,FY 08 Year End Actual,FY 09 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
"Capital Program Office, Mayor -",,,,,,,,,,,
Full-Time Positions,14,21,24,0,0,o,o,0,o,0,o
Class 100 Total Oblig./Approp.,"753,799","1,358,012","2,004,347",0,0,0,o,0,0,o,o
Class 100 Overtime Oblig./Approp.,"12,131","23,425","4,575",o,o,0,0,0,o,o,0
City Commissioners,,,,,,,,,,,
Full-Time Positions,90,91,100,88,102,(14),88,88,102,(14),(14)
Class 100 Total Oblig./Approp.,"4,858,835","5,656,970","6,081,795","5,511,210","5,511,210",o,"5,511,210","5,511,210","5,511,210",o,0
Class 100 Overtime Oblig./Approp.,"1,062,483","1,119,682","1,122,061","890,423","847,164","43,259","890,423","890,423","847,164","43,259","43,259"
City Council,,,,,,,,,,,
Full-Time Positions,187,192,185,195,176,19,195,195,176,19,19
Class 100 Total Oblig./Approp.,"10,591,117","11,747,063","12,291,886","12,783,838","12,783,838",o,"12,783,838","12,783,838","12,783,838",o,0
Class 100 Overtime Oblig./Approp.,o,o,0,"24,000",o,"24,000","24,000","24,000",0,"24,000","24,000"
City Planning Commission,,,,,,,,,,,
Full-Time Positions,44,44,42,39,40,(1),39,39,40,(1),(1)
Class 100 Total Oblig./Approp.,"3,042,704","2,990,671","2,885,063","2,672,098","2,672,098",0,"2,552,098","2,672,098","2,672,098","(120,000)",o
Class 100 Overtime Oblig./Approp.,85,0,168,0,0,o,0,0,0,0,o
City Representative,,,,,,,,,,,
Full-Time Positions,0,o,6,7,7,o,7,7,7,o,0
Class 100 Total Oblig./Approp.,o,o,"387,224","338,082","338,082",o,"520,408","338,082","338,082","182,326",o
Class 100 Overtime Oblig./Approp.,o,o,"11,393",o,0,o,o,0,o,o,o
City Treasurer,,,,,,,,,,,
Full-Time Positions,11,11,11,13,11,2,13,13,11,2,2
Class 100 Total Oblig./Approp.,"555,419","637,361","556,470","653,801","653,801",o,"653,801","653,801","653,801",0,o
Class 100 Overtime Oblig./Approp.,22,"8,625","9,987","10,500",996,"9,504",0,"10,500",996,(996),"9,504"
Civil Service Commission,,,,,,,,,,,
Full-Time Positions,2,2,2,2,2,o,2,2,2,o,0
Class 100 Total Oblig./Approp.,"119,559","122,147","139,532","143,747","143,747",0,"143,747","143,747","143,747",0,0
Class 100 Overtime Oblig./Approp.,345,0,o,o,0,0,0,0,0,0,0
