0,1,2,3,4,5,6,7,8
,,,,,,FY 2017 FULL YEAR,,
Department/ Category,FY 14 Year End,FY 15 Year End,FY 16 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Community Schools and Pre-K,,,,,,,,
Full-Time Positions,0,0,0,26,32,30,(4),2
Class 100 Total Oblig./Approp.,0,0,0,"1,704,925","2,229,867","2,229,867","(524,942)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Homeless Services,,,,,,,,
Full-Time Positions,154,135,146,162,157,147,15,10
Class 100 Total Oblig./Approp.,"7,877,851","8,234,304","8,241,791","8,636,443","8,738,297","8,738,297","(101,854)",0
Class 100 Overtime Oblig./Approp.,"208,385","240,634","302,491","257,167","257,167","202,000","55,167","55,167"
Office of Human Resources,,,,,,,,
Full-Time Positions,79,82,84,90,90,82,8,8
Class 100 Total Oblig./Approp.,"4,548,099","5,083,865","5,313,085","5,403,578","5,445,883","5,445,883","(42,305)",0
Class 100 Overtime Oblig./Approp.,"75,485","62,199","58,916","47,084","47,084","50,000","(2,916)","(2,916)"
Office of Innovation and Technology,,,,,,,,
Full-Time Positions,259,261,271,284,284,283,1,1
Class 100 Total Oblig./Approp.,"17,480,289","18,927,722","19,807,002","20,089,718","20,068,638","20,068,638","21,080",0
Class 100 Overtime Oblig./Approp.,"633,199","804,969","706,984","856,484","856,484","665,000","191,484","191,484"
OIT-Base,,,,,,,,
Full-Time Positions,257,259,268,281,281,280,1,1
Class 100 Total Oblig./Approp.,"17,258,239","18,699,210","19,517,549","19,782,918","19,761,838","19,761,838","21,080",0
Class 100 Overtime Oblig./Approp.,"633,199","804,969","706,984","856,484","856,484","665,000","191,484","191,484"
OIT-911,,,,,,,,
Full-Time Positions,2,2,3,3,3,3,0,0
Class 100 Total Oblig./Approp.,"222,050","228,512","289,453","306,800","306,800","306,800",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of the Inspector General,,,,,,,,
Full-Time Positions,16,18,19,19,19,19,0,0
Class 100 Total Oblig./Approp.,"1,215,491","1,289,745","1,373,644","1,390,611","1,407,986","1,407,986","(17,375)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Planning and Development,,,,,,,,
Full-Time Positions,0,0,0,3,4,4,(1),0
Class 100 Total Oblig./Approp.,0,0,0,"416,000","482,197","482,197","(66,197)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,
Full-Time Positions,179,186,200,223,218,195,28,23
Class 100 Total Oblig./Approp.,"9,313,967","10,683,762","10,675,256","10,434,139","11,027,806","11,027,806","(593,667)",0
Class 100 Overtime Oblig./Approp.,"12,496","43,298","29,129","50,000","75,000","60,000","(10,000)","15,000"
