0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2011,
Department/ Category,FY 08 Year End Actual,FY 09 Year End Actual,FY 10 Year End Actual,Adopted Budget,Original Target Budget,FULL YEAR Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Office of Property Assessment,,,,,,,,
Full-Time Positions,0,0,0,0,0,132,(132),(132)
Class 100 Total Oblig./Approp.,0,0,0,0,0,"5,587,162","(5,587,162)","(5,587,162)"
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Office of Supportive Housing,,,,,,,,
Full-Time Positions,126,126,124,132,123,116,16,7
Class 100 Total Oblig./Approp.,"6,202,044","6,714,527","6,343,923","6,339,476","5,852,567","5,852,567","486,909",0
Class 100 Overtime Oblig./Approp.,"700,875","446,646","457,176","424,656","251,011","203,853","220,803","47,158"
Office of Housing & Community Dev.,,,,,,,,
Full-Time Positions,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Parks and Recreation,,,,,,,,
Full-Time Positions,464,443,435,689,632,590,99,42
Class 100 Total Oblig./Approp.,"31,270,256","30,243,069","27,152,824","39,078,562","35,115,420","35,426,006","3,652,556","(310,586)"
Class 100 Overtime Oblig./Approp.,"1,148,536","875,993","917,592","2,395,303","2,052,453","2,637,990","(242,687)","(585,537)"
Police,,,,,,,,
Full-Time Positions,"7,367","7,443","7,378","7,470","7,206","7,219",251,(13)
Class 100 Total Oblig./Approp.,"509,124,087","517,385,709","512,452,670","522,833,048","512,064,983","514,464,982","8,368,066","(2,399,999)"
Class 100 Overtime Oblig./Approp.,"70,555,018","49,117,627","41,687,824","44,653,877","37,715,127","35,877,976","8,775,901","1,837,151"
Prisons,,,,,,,,
Full-Time Positions,"2,131","2,067","2,254","2,360","2,360","2,166",194,194
Class 100 Total Oblig./Approp.,"122,731,345","124,613,631","120,886,049","120,058,997","119,058,997","119,058,997","1,000,000",0
Class 100 Overtime Oblig./Approp.,"32,063,777","29,923,867","23,948,327","26,024,944","21,524,944","25,097,597","927,347","(3,572,653)"
Procurement,,,,,,,,
Full-Time Positions,58,50,46,50,49,45,5,4
Class 100 Total Oblig./Approp.,"2,667,670","2,562,046","2,231,737","2,423,253","2,336,253","2,336,253","87,000",0
Class 100 Overtime Oblig./Approp.,582,603,0,"10,000","10,000",29,"9,971","9,971"
