0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR FULL YEAR,2011,
Department /Category,FY 08 Year End Actual,FY 09 Year End Actual,FY 10 Year End Actual,Adopted Budget,Original Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Community Based Prevention Services,,,,,,,,
Full-Time Positions,88,79,76,81,80,74,7,6
Class 100 Total Oblig./Approp.,"5,445,326","6,447,086","5,410,697","5,421,891","5,421,891","5,421,891",O,o
Class 100 Overtime Oblig./Approp.,"413,928","288,304","183,667","145,440","121,338","147,699","(2,259)","(26,361)"
"Labor Relations, Mayor's Office of",,,,,,,,
Full-Time Positions,7,7,7,7,7,6,1,1
Class 100 Total Oblig./Approp.,"498,189","511,008","509,093","511,436","490,979","490,979","20,457",0
Class 100 Overtime Oblig./Approp.,"7,341","8,911","2,897","4,157","9,342","7,167","(3,010)","2,175"
Law,,,,,,,,
Full-Time Positions,192,182,176,190,186,160,30,26
Class 100 Total Oblig./Approp.,"10,872,968","10,604,942","10,065,455","10,586,545","9,985,237","9,985,237","601,308",0
Class 100 Overtime Oblig./Approp.,"14,384","1,623","1,606","5,813","5,000","1,670",,"3,330"
Licenses & Inspections,,,,,,,,
Full-Time Positions,356,309,305,320,312,290,30,22
Class 100 Total Oblig./Approp.,"17,773,107","16,560,604","14,202,452","14,710,053","14,710,053","14,710,053",0,0
Class 100 Overtime Oblig./Approp,"1,164,539","578,879","439,024","601,154","601,154","514,771","86,383","86,383"
Managing Director,,,,,,,,
Full-Time Positions,95,128,112,122,121,153,(31),(32)
Class 100 Total Oblig./Approp.,"8,034,882","11,876,751","12,308,160","12,896,469","12,449,651","12,576,111","320,358","(126,460)"
Class 100 Overtime Oblig./Approp.,"91,631","933,811","797,420","489,226","489,226","362,619","126,607","126,607"
Mayor,,,,,,,,
Full-Time Positions,72,71,38,39,38,33,6,5
Class 100 Total Oblig./Approp.,"4,793,689","5,214,185","3,146,395","3,104,922","2,943,426","2,943,426","161,496",0
Class 100 Overtime Oblig./Approp.,"1,731",0,0,0,0,0,0,0
Mayor - Office of Arts and Culture,,,,,,,,
Full-Time Positions,0,0,2,2,2,2,0,0
Class 100 Total Oblig. ./Approp.,0,0,"194,947","192,625","192,625","192,625",o,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,o,o,0
