0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2012,
,,,,,,FULL YEAR,,
Department/Category,FY 09 Year End,FY 10 Year End,FY 11 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Engineering Design & Surveying,,,,,,,,
Full-Time Positions,88,85,83,92,93,84,8,9
Class 100 Total Oblig./Approp.,"5,281,868","4,966,138","4,679,724","4,913,310","4,913,310","4,913,310",0,0
Class 100 Overtime Oblig./Approp.,"67,014","206,864","149,989","92,202","102,665","106,018","(13,816)","(3,353)"
Highways,,,,,,,,
Full-Time Positions,274,270,278,297,296,286,11,10
Class 100 Total Oblig./Approp.,"11,892,157","9,738,828","9,776,827","9,637,702","9,637,702","9,637,702",0,0
Class 100 Overtime Oblig./Approp.,"2,066,141","2,183,481","1,988,761","1,448,868","1,638,908","1,237,206","211,662","401,702"
Street Lighting,,,,,,,,
Full-Time Positions,20,19,19,22,22,20,2,2
Class 100 Total Oblig./Approp.,"1,106,564","955,913","961,123","1,087,549","1,087,549","1,087,549",0,0
Class 100 Overtime Oblig./Approp.,"129,694","117,278","140,601","168,370","163,541","170,418","(2,048)","(6,877)"
Traffic Engineering,,,,,,,,
Full-Time Positions,85,82,78,86,86,82,4,4
Class 100 Total Oblig./Approp.,"3,224,944","2,954,928","2,503,999","2,822,157","2,822,157","2,822,157",0,0
Class 100 Overtime Oblig./Approp. (See footnote above),"345,317","354,314","351,572","221,670","292,224","278,667","(56,997)","13,557"
