0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,FISCAL,YEAR 2008,,,
,,,,,YEAR TO DATE,,,,FULL YEAR,,
Department/Category,FY 05 Year End Actual,FY 06 Year End Actual,FY 07 Year End Actual,Target Budget Plan,Actual,Actual (Over) Under Target Budgt.,Adopted Budget,Target Budget,Year End Departmental Projection,Departmental (Over) Adopted Budget,Projection Under Target Budget
Medical Examiner's Office,,,,,,,,,,,
Full-Time Positions,46,41,44,48,48,0,48,48,48,o,o
Class 100 Total Oblig./Approp.,"2,880,030","2,867,616","3,045,395","3,070,939","3,069,616","1,323","3,031,689","3,070,939","3,070,939","(39,250)",o
Class 100 Overtime Oblig./Approp.,"439,324","540,779","488,999","403,744","435,784","(32,040)","321,261","403,744","435,784","(114,523)","(32,040)"
Aids Activities Coordinating Office,,,,,,,,,,,
Full-Time Positions,24,o,o,o,o,o,0,o,o,o,o
Class 100 Total Oblig./Approp.,"1,090,436",o,o,o,o,o,o,o,o,o,o
Class 100 Overtime Oblig./Approp.,"20,102",o,o,o,o,o,o,o,o,0,0
Infectious Disease Control,,,,,,,,,,,
Full-Time Positions,31,49,52,59,53,6,60,59,53,7,6
Class 100 Total Oblig./Approp.,"1,338,666","2,707,643","2,841,583","3,060,442","3,057,002","3,440","3,074,242","3,060,442","3,060,442","13,800",o
Class 100 Overtime Oblig./Approp.,"101,032","218,058","280,837","165,847","258,205","(92,358)","156,788","165,847","258,205","(101,417)","(92,358)"
Public Property,,,,,,,,,,,
Full-Time Positions,168,158,175,171,165,6,173,171,165,8,6
Class 100 Total Oblig./Approp.,"8,470,038","8,084,578","9,032,956","8,781,812","8,781,812",0,"9,191,973","8,781,812","8,781,812","410,161",0
Class 100 Overtime Oblig./Approp.,"1,008,375","1,182,717","1,464,320","900,384","1,678,225","(777,841)","900,384","900,384","1,678,225","(777,841)","(777,841)"
Records,,,,,,,,,,,
Full-Time Positions,75,75,70,76,70,6,76,76,70,6,6
Class 100 Total Oblig./Approp.,"3,395,171","3,451,820","3,550,181","3,658,731","3,658,731",0,"3,658,731","3,658,731","3,658,731",0,0
Class 100 Overtime Oblig./Approp.,"322,135","433,471","462,149","389,097","460,763","(71,666)","346,725","389,097","460,763","(114,038)","(71,666)"
Recreation,,,,,,,,,,,
Full-Time Positions,480,468,460,517,464,53,517,517,464,53,53
Class 100 Total Oblig./Approp.,"28,676,210","27,838,493","29,330,231","32,343,973","31,853,509","490,464","32,541,508","32,343,973","31,853,509","687,999","490,464"
Class 100 Overtime Oblig./Approp.,"878,745","933,961","1,310,697","912,922","1,148,536","(235,614)","967,583","912,922","1,148,536","(180,953)","(235,614)"
Register of Wills,,,,,,,,,,,
Full-Time Positions,66,65,69,70,68,2,70,70,68,2,2
Class 100 Total Oblig./Approp.,"3,054,937","3,037,732","3,315,520","3,656,202","3,656,202",0,"3,656,202","3,656,202","3,656,202",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
