0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department / Category,FY 17 Year End,FY 18 Year End,FY 19 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Innovation and Technology,,,,,,,,,,,
Full-Time Positions,274,284,277,290,290,0,316,316,316,0,0
Class 100 Total Oblig./Approp.,"19,875,293","20,852,810","20,875,286","5,318,773","5,318,773",0,"23,878,695","24,237,914","24,237,914","(359,219)",0
Class 100 Overtime Oblig./Approp.,"664,825","561,859","489,644","159,097","174,103","(15,006)","636,386","636,386","636,386",0,0
OIT-Base,,,,,,,,,,,
Full-Time Positions,272,282,265,278,278,0,300,300,300,0,0
Class 100 Total Oblig./Approp.,"19,568,493","19,828,255","19,846,610","4,999,288","4,999,288",0,"22,462,148","22,821,367","22,821,367","(359,219)",0
Class 100 Overtime Oblig./Approp.,"664,825","485,509","454,207","137,018","165,173","(28,155)","548,072","548,072","548,072",0,0
OIT-911,,,,,,,,,,,
Full-Time Positions,2,2,12,12,12,0,16,16,16,0,0
Class 100 Total Oblig./Approp.,"306,800","1,024,555","1,028,676","319,485","319,485",0,"1,416,547","1,416,547","1,416,547",0,0
Class 100 Overtime Oblig./Approp.,0,"76,350","35,437","22,079","8,930","13,149","88,314","88,314","88,314",0,0
Office of the Inspector General,,,,,,,,,,,
Full-Time Positions,18,19,18,19,19,0,21,21,21,0,0
Class 100 Total Oblig./Approp.,"1,355,599","1,409,169","1,415,627","309,770","309,770",0,"1,577,241","1,639,223","1,639,223","(61,982)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Planning and Development,,,,,,,,,,,
Full-Time Positions,4,0,0,0,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"450,687",0,0,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Property Assessment,,,,,,,,,,,
Full-Time Positions,199,193,196,192,192,0,251,251,251,0,0
Class 100 Total Oblig./Approp.,"11,324,075","11,852,174","12,500,926","2,915,429","2,915,429",0,"14,127,682","14,127,682","14,127,682",0,0
Class 100 Overtime Oblig./Approp.,"59,841","29,688","94,062","20,000","25,273","(5,273)","20,000","80,000","80,000","(60,000)",0
