0,1,2,3,4,5,6,7,8
,,,,,,FISCAL YEAR,2012,
,,,,,,FULL YEAR,,
Department/ Category,FY 09 Year End,FY 10 Year End,FY 11 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Mayor - Office of Arts and Culture,,,,,,,,
Full-Time Positions,0,2,2,2,2,2,0,0
Class 100 Total Oblig./Approp.,0,"194,947","198,750","198,750","198,750","198,750",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Community Services,,,,,,,,
Full-Time Positions,87,0,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,0,0,0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor - Office of the Inspector General,,,,,,,,
Full-Time Positions,0,15,16,18,18,17,1,1
Class 100 Total Oblig./Approp.,0,"1,064,724","1,028,356","1,138,201","1,140,622","1,140,622","(2,421)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mayor's Office of Transportation,,,,,,,,
Full-Time Positions,8,8,8,10,10,8,2,2
Class 100 Total Oblig./Approp.,"410,517","482,014","419,184","433,677","433,677","433,677",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Mural Arts Program,,,,,,,,
Full-Time Positions,12,12,12,12,11,11,1,o
Class 100 Total Oblig./Approp.,"427,864","460,634","446,757","446,000","446,000","446,000",0,0
Class 100 Overtime Oblig./Approp.,"1,866",0,0,"3,913","17,040","11,428","(7,515)","5,612"
