0,1,2,3,4,5,6,7,8
,,,,,,FULL YEAR,,
Department/ Category,FY 12 Year End,FY 13 Year End,FY 14 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Phila. Nursing Home,,,,,,,,
Full-Time Positions,1,1,1,1,1,1,0,0
Class 100 Total Oblig./Approp.,"133,652","166,930","223,977","209,047","209,047","209,047",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Environmental Protection Services,,,,,,,,
Full-Time Positions,101,97,96,112,112,104,8,8
Class 100 Total Oblig./Approp.,"5,353,019","5,287,031","5,309,816","6,057,750","6,257,750","5,457,750","600,000","800,000"
Class 100 Overtime Oblig./Approp.,"360,136","345,548","418,679","198,063","182,000","299,649","(101,586)","(117,649)"
Administration and Support Svcs.,,,,,,,,
Full-Time Positions,91,90,80,101,101,100,1,1
Class 100 Total Oblig./Approp.,"5,114,547","5,174,462","4,990,238","5,896,118","5,996,118","5,596,118","300,000","400,000"
Class 100 Overtime Oblig g./Approp.,"502,956","563,066","594,753","428,350","520,000","431,518","(3,168)","88,482"
Medical Examiner's Office,,,,,,,,
Full-Time Positions,47,46,46,52,52,48,4,4
Class 100 Total Oblig./Approp.,"2,942,317","3,204,028","3,113,662","3,279,316","3,279,316","3,079,316","200,000","200,000"
Class 100 Overtime Oblig./Approp.,"316,299","308,981","298,924","225,607","234,000","243,154","(17,547)","(9,154)"
Infectious Disease Control,,,,,,,,
Full-Time Positions,50,48,48,53,53,46,7,7
Class 100 Total Oblig./Approp.,"609,363","2,718,681","3,387,685","3,279,239","3,579,239","3,479,239","(200,000)","100,000"
Class 100 Overtime Oblig./Approp.,"137,450","155,399","183,180","119,952","124,800","159,501","(39,549)","(34,701)"
Chronic Disease Control,,,,,,,,
Full-Time Positions,12,13,14,18,18,15,3,3
Class 100 Total Oblig./Approp.,"197,106","767,690","931,933","1,029,851","1,029,851","929,851","100,000","100,000"
Class 100 Overtime Oblig./Approp.,0,0,627,0,0,883,(883),(883)
Public Property,,,,,,,,
Full-Time Positions,122,123,133,159,159,137,22,22
Class 100 Total Oblig./Approp.,"6,496,367","6,833,756","7,603,734","8,023,182","8,444,555","8,444,555","(421,373)",0
Class 100 Overtime Oblig./Approp.,"517,356","647,430","914,498","388,814","445,642","790,708","(401,894)","(345,066)"
Records,,,,,,,,
Full-Time Positions,64,59,55,63,63,56,7,7
Class 100 Total Oblig./Approp.,"2,679,728","2,734,031","2,659,040","2,997,796","3,183,572","3,183,572","(185,776)",0
Class 100 Overtime Oblig./Approp.,"179,212","198,541","174,304","197,881","155,444","152,654","45,227","2,790"
Register of Wills,,,,,,,,
Full-Time Positions,61,64,62,63,63,64,(1),(1)
Class 100 Total Oblig./Approp.,"3,223,922","3,187,312","3,183,909","3,224,645","3,496,956","3,496,956","(272,311)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
