0,1,2,3,4,5,6,7,8,9,10,11
,,,,,FY 2020 YEAR TO DATE,,,,FY 2020 FULL YEAR,,
Department / Category,FY 17 Year End,FY 18 Year End,FY 19 Unaudited,Target Budget,,Actual (Over) Under,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Plan,Actual,Target Budget,Budget,Budget,Projection,Adopted Budget,Target Budget
Office of Arts and Culture,,,,,,,,,,,
Full-Time Positions,4,5,7,8,8,0,8,8,8,0,0
Class 100 Total Oblig./Approp.,"236,770","274,563","453,399","126,549","126,549",0,"508,300","579,428","579,428","579,428",0
Class 100 Overtime Oblig./Approp.,0,0,40,25,18,7,0,100,100,(100),0
Office of Behavioral Health and Intellectual disAbility,,,,,,,,,,,
Full-Time Positions,16,16,16,22,22,0,23,23,23,0,0
Class 100 Total Oblig./Approp.,"1,006,269","1,558,164","1,580,748","353,039","353,039",0,"1,534,468","1,550,431","1,550,431","(15,963)",0
Class 100 Overtime Oblig./Approp.,"9,922","6,737","6,906","1,500","1,309",191,"6,000","6,000","6,000",0,0
Office of the Chief Administrative Officer,,,,,,,,,,,
Full-Time Positions,55,58,56,66,66,0,74,74,74,0,0
Class 100 Total Oblig./Approp.,"3,830,324","4,045,694","3,831,784","1,094,552","1,094,552",0,"4,784,551","4,856,330","4,856,330","(71,779)",0
Class 100 Overtime Oblig./Approp.,"6,608","54,046","21,904","10,200",666,"9,534","40,798","40,798","40,798",0,0
Office of Education,,,,,,,,,,,
Full-Time Positions,32,33,32,34,34,0,47,47,47,0,0
Class 100 Total Oblig./Approp.,"1,933,963","2,215,607","2,318,022","534,898","534,898",0,"3,292,180","3,292,180","3,292,180",0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0,0,0,0
Office of Homeless Services,,,,,,,,,,,
Full-Time Positions,146,150,151,150,150,0,160,160,160,0,0
Class 100 Total Oblig./Approp.,"8,491,983","8,685,048","9,056,465","2,082,669","2,082,669",0,"9,545,748","9,565,192","9,565,192","(19,444)",0
Class 100 Overtime Oblig./Approp.,"201,512","145,390","201,728","57,184","75,219","(18,035)","228,734","228,734","228,734",0,0
Office of Human Resources,,,,,,,,,,,
Full-Time Positions,85,78,77,78,78,0,88,88,88,0,0
Class 100 Total Oblig./Approp.,"5,327,367","4,766,878","4,913,052","1,138,200","1,138,200",0,"5,555,785","5,577,022","5,577,022","(21,237)",0
Class 100 Overtime Oblig./Approp.,"48,476","44,902","45,485","11,250","11,493",(243),"45,000","45,000","45,000",0,0
