0,1,2,3,4,5,6,7,8
,,,,,,FY 2017 FULL YEAR,,
Department/Category,FY 14 Year End,FY 15 Year End,FY 16 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Environmental Protection Services,,,,,,,,
Full-Time Positions,97,96,98,112,107,98,14,9
Class 100 Total Oblig./Approp.,"5,309,816","5,405,202","6,188,826","7,469,564","7,469,564","7,469,564",0,0
Class 100 Overtime Oblig./Approp.,"418,679","299,649","506,343","200,000","400,000","400,000","(200,000)",0
Administration and Support Svcs.,,,,,,,,
Full-Time Positions,88,80,99,105,105,101,4,4
Class 100 Total Oblig./Approp.,"4,990,238","5,425,714","5,971,934","5,972,400","5,972,400","5,972,400",0,0
Class 100 Overtime Oblig./Approp.,"594,753","432,089","467,327","263,700","363,700","363,700","(100,000)",0
Medical Examiner's Office,,,,,,,,
Full-Time Positions,44,46,48,52,52,47,5,5
Class 100 Total Oblig./Approp.,"3,113,662","3,101,117","3,622,719","3,688,933","3,688,933","3,688,933",0,0
Class 100 Overtime Oblig./Approp.,"298,924","243,154","290,877","213,000","263,000","263,000","(50,000)",0
Infectious Disease Control,,,,,,,,
Full-Time Positions,48,48,47,53,53,48,5,5
Class 100 Total Oblig./Approp.,"3,387,685","3,517,368","3,779,030","3,379,873","3,379,873","3,379,873",0,0
Class 100 Overtime Oblig./Approp.,"183,180","159,501","190,967","120,000","169,900","169,900","(49,900)",0
Chronic Disease Control,,,,,,,,
Full-Time Positions,13,14,9,18,18,18,0,0
Class 100 Total Oblig./Approp.,"931,933","1,027,675","797,323","1,041,802","1,041,802","1,041,802",0,0
Class 100 Overtime Oblig./Approp.,627,883,29,29,129,129,(100),0
Public Property,,,,,,,,
Full-Time Positions,133,137,135,159,159,145,14,14
Class 100 Total Oblig./Approp.,"7,603,734","8,217,003","8,347,891","8,318,847","8,662,667","8,662,667","(343,820)",0
Class 100 Overtime Oblig./Approp.,"914,498","790,708","914,639","650,643","650,643","650,643",0,0
Records,,,,,,,,
Full-Time Positions,55,56,57,63,63,60,3,3
Class 100 Total Oblig./Approp.,"2,659,040","2,816,572","2,943,408","3,083,221","3,155,677","3,155,677","(72,456)",0
Class 100 Overtime Oblig./Approp.,"174,304","152,654","230,005","115,820","155,820","110,000","5,820","45,820"
Register of Wills,,,,,,,,
Full-Time Positions,62,64,69,71,72,70,1,2
Class 100 Total Oblig./Approp.,"3,183,909","3,538,207","3,550,052","3,563,499","3,665,826","3,665,826","(102,327)",0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
Revenue,,,,,,,,
Full-Time Positions,290,319,378,438,428,397,41,31
Class 100 Total Oblig./Approp.,"15,368,046","17,661,208","18,570,671","21,657,214","20,835,848","20,835,848","821,366",0
Class 100 Overtime Oblig./Approp.,"525,217","614,697","748,665","681,325","681,325","600,000","81,325","81,325"
