0,1,2,3,4,5,6,7,8
,,,,,,FY 2018 FULL YEAR,,
Department/ Category,FY 15 Year End,FY 16 Year End,FY 17 Year End,Adopted,Target,Year End Departmental,Departmental (Over),Projection Under
,Actual,Actual,Actual,Budget,Budget,Projection,Adopted Budget,Target Budget
Youth Commission,,,,,,,,
Full-Time Positions,2,1,0,0,0,0,0,0
Class 100 Total Oblig./Approp.,"67,175","92,488",0,0,0,0,0,0
Class 100 Overtime Oblig./Approp.,0,0,0,0,0,0,0,0
,,,,,,,,
,,,,,,,,
TOTAL GENERAL FUND Full-Time Positions,"21,166","21,427","21,610","23,411","23,221","22,226","1,185",995
Class 100 Total Oblig./Approp.,"1,508,678,147","1,562,629,197","1,589,003,244","1,628,902,681","1,693,365,071","1,693,365,071","(64,462,390)",0
Class 100 Overtime Oblig./Approp.,"160,340,939","170,783,318","163,245,876","135,620,173","177,912,707","177,912,707","(42,292,534)",0
