0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2014,,,,,FISCAL YEAR 2015,,,
,YEAR,END ACTUAL,,ADOPTED,BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Office of Housing & Comm. Development,0,56,56,0,58,58,0,57,57,1
Office of Human Resources,79,0,79,92,0,92,81,0,81,11
Office of Innovation and Technology,259,71,330,305,86,391,256,81,337,54
Office of the Inspector General,16,0,16,18,0,18,18,0,18,0
Office of Property Assessment,179,0,179,217,0,217,183,0,183,34
Office of Supportive Housing,154,9,163,159,12,171,140,13,153,18
Parks and Recreation,600,22,622,701,24,725,607,30,637,88
Police Total,"7,095",165,"7,260","7,371",166,"7,537","7,020",177,"7,197",340
Civilian,792,11,803,846,11,857,788,11,799,58
Uniform,"6,303",154,"6,457","6,525",155,"6,680","6,232",166,"6,398",282
Prisons,"2,268",0,"2,268","2,310",0,"2,310","2,286",0,"2,286",24
Procurement,47,2,49,50,2,52,45,1,46,6
Public Health,659,169,828,762,231,993,628,167,795,198
Public Property,133,0,133,159,0,159,138,0,138,21
Records,55,0,55,63,0,63,57,0,57,6
Register of Wills,62,0,62,63,0,63,64,0,64,(1)
Revenue,290,229,519,339,251,590,306,223,529,61
Sheriff,277,0,277,311,0,311,299,0,299,12
Streets Sanitation,"1,153",0,"1,153","1,228",0,"1,228","1,140",0,"1,140",88
Streets - Transportation,531,0,531,561,0,561,508,0,508,53
Water,0,"1,744","1,744",0,"1,947","1,947",0,"1,725","1,725",222
Youth Commission,2,0,2,2,0,2,1,0,1,1
,,,,,,,,,,
TOTAL ALL FUNDS,"20,991","5,657","26,648","22,315","6,421","28,736","21,015","5,626","26,641","2,095"
