0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2010,,,,,FISCAL YEAR 2011,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,4,0,4,4,0,4,4,0,4,0
Auditing (City Controller's Office),120,0,120,123,0,123,113,0,113,10
Board of Building Standards,1,0,1,1,0,1,1,0,1,0
Board of Ethics,7,0,7,9,0,9,8,0,8,1
Board of L & 1 Review,2,0,2,2,0,2,2,0,2,0
Board of Pensions,0,67,67,0,79,79,0,64,64,15
Board of Revision of Taxes,112,0,112,110,0,110,6,0,6,104
Camp William Penn,1,0,1,0,0,0,0,0,0,0
City Commissioners (Election Board),102,0,102,88,0,88,98,0,98,(10)
City Council,176,0,176,195,0,195,174,0,174,21
City Planning Commission,40,4,44,38,4,42,34,4,38,4
City Representative,7,0,7,7,0,7,7,0,7,0
City Treasurer,11,0,11,14,0,14,12,0,12,2
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Clerk of Quarter Sessions,106,0,106,115,0,115,0,0,0,115
Commerce,24,729,753,25,866,891,24,740,764,127
District Attorney - Total,410,108,518,421,127,548,426,114,540,8
Civilian,400,97,497,407,102,509,413,105,518,(9)
Uniform,10,11,21,14,25,39,13,9,22,17
Division of Technology,174,16,190,283,83,366,264,67,331,35
Fairmount Park,155,2,157,0,0,0,0,0,0,0
Finance,141,4,145,144,0,144,140,0,140,4
Fire Total,"2,187",69,"2,256","2,327",76,"2,403","2,149",71,"2,220",183
Uniform,"2,084",65,"2,149","2,217",72,"2,289","2,046",67,"2,113",176
Civilian,103,4,107,110,4,114,103,4,107,7
First Judicial District,"1,756",548,"2,304","1,776",613,"2,389","1,853",550,"2,403",(14)
Fleet Management,292,60,352,283,77,360,275,65,340,20
Free Library,602,76,678,636,90,726,595,63,658,68
Historical Commission,6,0,6,6,0,6,6,0,6,0
Human Relations Commission,33,0,33,33,0,33,31,0,31,2
Human Services,"1,751",52,"1,803","1,828",74,"1,902","1,679",57,"1,736",166
"Labor Relations, Mayor's Office of",7,0,7,7,0,7,6,0,6,1
Law,176,60,236,190,61,251,170,58,228,23
