0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2015,,,,,FISCAL YEAR 2016,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,2,0,2,4,0,4,3,0,3,1
Auditing (City Controller's Office),129,0,129,140,0,140,133,0,133,7
Board of Ethics,9,0,9,12,0,12,10,0,10,2
Board of Pensions,0,41,41,0,73,73,0,41,41,32
Board of Revision of Taxes,12,0,12,14,0,14,14,0,14,0
City Commissioners (Election Board),91,0,91,98,0,98,97,0,97,1
City Council,176,0,176,195,0,195,189,0,189,6
City Planning Commission,29,5,34,32,5,37,31,5,36,1
City Representative,6,0,6,7,0,7,7,0,7,0
City Treasurer,14,1,15,16,0,16,15,0,15,1
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Commerce,21,760,781,34,850,884,32,739,771,113
District Attorney - Total,476,78,554,482,126,608,489,72,561,47
Civilian,464,68,532,452,110,562,463,64,527,35
Uniform,12,10,22,30,16,46,26,8,34,12
Finance,160,12,172,175,0,175,145,9,154,21
Fire Total,"2,150",194,"2,344","2,287",207,"2,494","2,322",225,"2,547",(53)
Civilian,108,2,110,123,4,127,110,3,113,14
Uniform,"2,042",192,"2,234","2,164",203,"2,367","2,212",222,"2,434",(67)
First Judicial District,"1,842",467,"2,309","1,886",504,"2,390","1,835",488,"2,323",67
Fleet Management,261,65,326,287,78,365,262,66,328,37
Free Library,642,14,656,692,27,719,645,14,659,60
Historical Commission,6,0,6,6,0,6,5,0,5,1
Human Relations Commission,30,0,30,34,0,34,32,0,32,2
Human Services (1),395,"1,133","1,528",449,"1,392","1,841",395,"1,030","1,425",416
"Labor Relations, Mayor's Office of",7,0,7,8,0,8,7,0,7,1
Law,152,50,202,154,56,210,128,105,233,(23)
Licenses & Inspections,335,0,335,384,9,393,331,8,339,54
L&I-Board of Building Standards,1,0,1,1,0,1,1,0,1,0
L&I-Board of L & I Review,2,0,2,2,0,2,2,0,2,0
L&I-Zoning Board of Adjustment,5,0,5,5,0,5,5,0,5,0
Managing Director's Office,257,57,314,266,24,290,286,62,348,(58)
Mayor's Office,51,3,54,49,3,52,48,3,51,1
Mayor's Off. of Comm Empowerment/Oppor.,0,34,34,0,37,37,0,34,34,3
Mayor's Office of Transportation & Utilities,12,4,16,13,2,15,10,4,14,1
Mural Arts Program,10,0,10,11,0,11,10,1,11,0
Office of Arts and Culture,2,0,2,3,0,3,3,0,3,0
Office of Behavioral Hith/Intel. disAbility,14,213,227,16,249,265,16,215,231,34
