0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2020,,,,,FISCAL YEAR 2021,,,
,YEAR,END ACTUAL,,ADOPTED,BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Office of the Chief Administrative Officer,64,0,64,68,0,68,57,0,57,11
Office of Children and Families,40,0,40,3,0,3,3,0,3,0
Office of Homeless Services,151,24,175,143,48,191,129,43,172,19
Office of Human Resources,79,0,79,75,0,75,74,0,74,1
Office of Innovation and Technology,317,97,414,358,124,482,308,102,410,72
Office of the Inspector General,16,0,16,19,0,19,16,0,16,3
Office of Property Assessment,195,0,195,220,0,220,194,0,194,26
Office of Sustainability,7,1,8,12,1,13,7,2,9,4
Parks and Recreation,647,25,672,748,32,780,624,27,651,129
Planning & Development,55,53,108,62,58,120,54,50,104,16
Police Total,"7,175",164,"7,339","7,304",152,"7,456","6,929",153,"7,082",374
Civilian,803,11,814,924,11,935,788,11,799,136
Uniform,"6,372",153,"6,525","6,380",141,"6,521","6,141",142,"6,283",238
Prisons,"1,975",0,"1,975","2,006",0,"2,006","1,750",0,"1,750",256
Procurement,42,1,43,42,2,44,35,2,37,7
Public Health,739,146,885,818,187,"1,005",716,171,887,118
Public Property,119,0,119,176,0,176,142,0,142,34
Records,51,0,51,55,0,55,46,0,46,9
Register of Wills,66,0,66,70,0,70,68,0,68,2
Revenue,402,205,607,436,232,668,392,191,583,85
Sheriff,385,0,385,428,0,428,379,0,379,49
Streets,"1,925",1,"1,926","1,903",0,"1,903","1,886",0,"1,886",17
Water,0,"1,989","1,989",0,"2,281","2,281",0,"1,904","1,904",377
"Water,Sewer & Stormwater Rate Board",0,1,1,0,1,1,0,1,1,0
,,,,,,,,,,
TOTAL ALL FUNDS,"22,422","5,917","28,339","23,980","6,609","30,589","21,820","5,582","27,402","3,187"
