0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2018,,,,,FISCAL YEAR 2019,,,
,YEAR,END ACTUAL,,ADOPTED,BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,4,0,4,0,0,0,0,0,0,0
Auditing (City Controller's Office),116,0,116,134,0,134,130,0,130,4
Board of Ethics,10,0,10,12,0,12,10,0,10,2
Board of Pensions,0,56,56,0,73,73,0,57,57,16
Board of Revision of Taxes,11,0,11,15,0,15,12,0,12,3
City Commissioners (Election Board),100,0,100,105,0,105,92,0,92,13
City Council,192,0,192,195,0,195,192,0,192,3
City Representative,9,0,9,9,0,9,9,0,9,0
City Treasurer,15,0,15,16,0,16,15,0,15,1
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Commerce,31,822,853,32,910,942,27,758,785,157
District Attorney - Total,455,73,528,513,76,589,507,71,578,11
Civilian,416,62,478,470,64,534,469,60,529,5
Uniform,39,11,50,43,12,55,38,11,49,6
Finance,115,0,115,123,0,123,115,0,115,8
Fire Total,"2,511",74,"2,585","2,672",179,"2,851","2,491",230,"2,721",130
Civilian,119,3,122,141,3,144,113,3,116,28
Uniform,"2,392",71,"2,463","2,531",176,"2,707","2,378",227,"2,605",102
First Judicial District,"1,867",509,"2,376","1,841",493,"2,334","1,856",501,"2,357",(23)
Fleet Management,281,74,355,306,83,389,289,73,362,27
Free Library,649,12,661,692,16,708,639,12,651,57
Human Relations Commission,32,0,32,34,0,34,31,0,31,3
Human Services (1),517,"1,026","1,543",460,"1,330","1,790",386,"1,169","1,555",235
"Labor, Mayor's Office of",20,0,20,23,0,23,22,0,22,1
Law,121,50,171,129,54,183,120,54,174,9
Licenses & Inspections,396,0,396,429,9,438,380,8,388,50
L&I-Board of Building Standards,1,0,1,1,0,1,1,0,1,0
L&I-Board of L & I Review,2,0,2,2,0,2,2,0,2,0
Managing Director's Office,307,57,364,312,57,369,304,44,348,21
Mayor's Office,41,3,44,53,3,56,49,2,51,5
Mayor's Off. of Comm Empowerment/Oppor.,2,30,32,0,36,36,0,28,28,8
Mural Arts Program,11,0,11,12,0,12,10,0,10,2
Office of Arts and Culture,5,0,5,5,0,5,5,0,5,0
Office of Behavioral Hith/Intel. disAbility,16,240,256,16,261,277,16,229,245,32
