0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2022,,,,,FISCAL YEAR 2023,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Office of the Chief Administrative Officer,75,0,75,92,0,92,81,0,81,11
Office of Children and Families,2,0,2,3,0,3,4,0,4,(1)
Office of Homeless Services,114,23,137,149,34,183,113,22,135,48
Office of Human Resources,73,0,73,88,0,88,73,0,73,15
Office of Innovation and Technology,300,103,403,397,147,544,313,109,422,122
Office of the Inspector General,16,0,16,26,0,26,17,0,17,9
Office of Property Assessment,177,0,177,225,0,225,177,0,177,48
Office of Sustainability,11,2,13,15,2,17,12,1,13,4
Parks and Recreation,613,27,640,787,40,827,621,27,648,179
Planning & Development,54,52,106,74,63,137,58,51,109,28
Police Total,"6,651",141,"6,792","7,327",153,"7,480","6,495",134,"6,629",851
Civilian,799,10,809,947,11,958,817,10,827,131
Uniform,"5,852",131,"5,983","6,380",142,"6,522","5,678",124,"5,802",720
Prisons,"1,393",0,"1,393","2,186",0,"2,186","1,313",0,"1,313",873
Procurement,35,2,37,51,2,53,30,3,33,20
Public Health,689,171,860,835,233,"1,068",685,167,852,216
Public Property,133,0,133,156,0,156,127,0,127,29
Records,54,0,54,60,0,60,52,0,52,8
Register of Wills,67,0,67,73,0,73,64,0,64,9
Revenue,328,167,495,399,221,620,326,163,489,131
Sheriff,343,0,343,537,0,537,344,0,344,193
Streets,"2,072",1,"2,073","2,378",0,"2,378","2,010",1,"2,011",367
Water,0,"1,924","1,924",0,"2,400","2,400",0,"1,922","1,922",478
"Water,Sewer & Stormwater Rate Board",0,1,1,0,1,1,0,1,1,0
,,,,,,,,,,
TOTAL ALL FUNDS,"21,055","5,377","26,432","25,489","6,821","32,310","20,947","5,413","26,360","5,950"
