0,1,2,3,4,5,6,7,8,9,10
,,FISCAL YEAR 2009,,,,,FISCAL YEAR 2010,,,
,,YEAR END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Atwater Kent Museum,4,o,4,3,0,3,4,0,4,(1)
Auditing (City Controller's Office),124,0,124,123,0,123,123,0,123,0
Board of Building Standards,1,0,1,1,0,1,1,0,1,0
Board of Ethics,9,0,9,10,0,10,8,0,8,2
Board of L & I Review,2,0,2,2,0,2,2,0,2,0
Bd. of Pensions,0,67,67,0,74,74,0,69,69,5
Bd. of Revision of Taxes,133,0,133,125,0,125,122,0,122,3
Camp William Penn,1,0,1,0,0,0,1,0,1,(1)
"Capital Program Office, Mayor-",24,0,24,0,0,0,0,0,0,0
City Commissioners (Election Board),100,0,100,88,0,88,99,0,99,(11)
City Council,185,0,185,195,0,195,180,0,180,15
City Planning Commission,42,5,47,39,4,43,43,4,47,(4)
City Representative,6,0,6,7,0,7,7,0,7,0
City Treasurer,11,0,11,13,0,13,12,0,12,1
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Clerk of Quarter Sessions,110,0,110,115,0,115,110,0,110,5
Commerce,23,760,783,19,910,929,21,750,771,158
District Attorney - Total,441,113,554,449,121,570,439,104,543,27
Civilian,429,103,532,435,97,532,425,94,519,13
Uniform,12,10,22,14,24,38,14,10,24,14
Division of Technology,146,16,162,157,16,173,134,16,150,23
Fairmount Park,159,1,160,170,1,171,158,1,159,12
Finance,143,6,149,141,0,141,138,4,142,(1)
Fire Total,"2,259",68,"2,327","2,328",76,"2,404","2,239",69,"2,308",96
Uniform,"2,157",64,"2,221","2,217",72,"2,289","2,131",65,"2,196",93
Civilian,102,4,106,111,4,115,108,4,112,3
First Judicial District,"1,898",451,"2,349","1,965",531,"2,496","1,774",535,"2,309",187
Fleet Management,302,57,359,309,77,386,301,55,356,30
Free Library,629,87,716,628,90,718,615,77,692,26
Historical Commission,6,0,6,6,0,6,6,0,6,0
Human Relations Commission,34,0,34,33,0,33,33,o,33,0
Human Services,"1,741",66,"1,807","1,858",54,"1,912","1,785",70,"1,855",57
"Labor Relations, Mayor's Office of",7,0,7,7,0,7,7,0,7,0
Law,182,53,235,203,61,264,186,55,241,23
