0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2011,,,,,FISCAL YEAR 2012,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Licenses & Inspections,290,12,302,311,15,326,290,15,305,21
Managing Director (MDO),153,17,170,145,15,160,122,22,144,16
Mayor,33,4,37,35,4,39,35,4,39,0
Mayor - Office of Arts and Culture,2,0,2,2,0,2,2,0,2,0
Mayor - Office of the Inspector General,16,0,16,18,0,18,17,0,17,1
Mayor's Office of Comm. Svcs.,0,73,73,0,81,81,0,68,68,13
Mayor's Office of Transportation,8,2,10,10,1,11,7,3,10,1
Mural Arts Program,12,0,12,12,0,12,11,0,11,1
Off. of Behavioral Hith/Mental Retard. Svcs.,21,232,253,21,270,291,21,235,256,35
Office of Human Resources,73,0,73,80,0,80,73,0,73,7
Office of Innovation and Technology,258,67,325,284,84,368,257,64,321,47
Office of Property Assessment (2),132,0,132,227,0,227,134,0,134,93
Off.of Supportive Housing,116,44,160,118,49,167,153,9,162,5
Office of Housing and Community Develop.,0,72,72,0,74,74,0,63,63,11
Parks and Recreation,590,22,612,627,27,654,582,22,604,50
Police Total,"7,219",165,"7,384","7,371",216,"7,587","7,193",165,"7,358",229
Civilian,778,11,789,846,11,857,788,11,799,58
Uniform,"6,441",154,"6,595","6,525",205,"6,730","6,405",154,"6,559",171
Prisons,"2,166",0,"2,166","2,310",0,"2,310","2,168",0,"2,168",142
Procurement,45,2,47,49,2,51,45,2,47,4
Public Health,661,224,885,731,290,"1,021",670,219,889,132
Public Property,126,0,126,129,0,129,126,0,126,3
Records,61,0,61,63,0,63,61,0,61,2
Register of Wills,63,0,63,65,0,65,64,0,64,1
Revenue,248,239,487,299,270,569,277,241,518,51
Sheriff,221,0,221,245,0,245,226,0,226,19
Streets,510,0,510,557,0,557,519,0,519,38
Streets Sanitation,"1,179",0,"1,179","1,228",0,"1,228","1,150",0,"1,150",78
Water,0,"1,646","1,646",0,"1,907","1,907",0,"1,643","1,643",264
Youth Commission,1,0,1,1,0,1,1,0,1,0
Zoning Board of Adjustment,5,0,5,5,0,5,5,0,5,0
Zoning Code Commission,2,0,2,2,0,2,2,0,2,0
,,,,,,,,,,
TOTAL ALL FUNDS,"22,020","4,540","26,560","21,295","7,162","28,457","20,351","6,120","26,471","1,986"
