0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2022,,,,,FISCAL YEAR 2023,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Auditing (City Controller's Office),109,0,109,135,0,135,107,0,107,28
Board of Ethics,9,0,9,12,0,12,10,0,10,2
Board of Pensions,0,58,58,0,73,73,0,53,53,20
Board of Revision of Taxes,14,0,14,16,0,16,13,0,13,3
City Commissioners (Election Board),134,0,134,187,0,187,154,0,154,33
City Council,175,0,175,185,0,185,169,0,169,16
City Representative,0,0,0,0,0,0,0,0,0,0
City Treasurer,17,0,17,19,0,19,18,0,18,1
Civil Service Commission,2,0,2,2,0,2,2,0,2,0
Commerce,35,622,657,82,860,942,42,636,678,264
District Attorney Total,503,98,601,583,84,667,546,102,648,19
Civilian,469,91,560,547,78,625,514,96,610,15
Uniform,34,7,41,36,6,42,32,6,38,4
Finance,122,0,122,134,0,134,118,0,118,16
Fire Total,"2,667",78,"2,745","3,376",84,"3,460","2,719",74,"2,793",667
Civilian,115,1,116,177,1,178,119,1,120,58
Uniform,"2,552",77,"2,629","3,199",83,"3,282","2,600",73,"2,673",609
First Judicial District,"1,686",408,"2,094","1,719",477,"2,196","1,684",410,"2,094",102
Fleet Services,266,56,322,318,84,402,260,57,317,85
Free Library,618,12,630,961,14,975,622,10,632,343
Human Relations Commission,32,0,32,33,0,33,31,0,31,2
Human Services (1),492,989,"1,481",535,"1,306","1,841",400,"1,057","1,457",384
Labor,28,0,28,44,0,44,32,0,32,12
Law,175,53,228,198,57,255,190,52,242,13
Licenses & Inspections,346,8,354,425,8,433,344,8,352,81
L&I-Board of Building Standards,1,0,1,1,0,1,1,0,1,0
L&I-Board of L & I Review,2,0,2,2,0,2,2,0,2,0
Managing Director's Office,324,115,439,537,141,678,330,113,443,235
Mayor's Office,60,6,66,64,5,69,60,6,66,3
Mayor's Office-Comm. Empowerment & Opp.,0,27,27,0,40,40,0,30,30,10
Mural Arts Program,8,0,8,10,0,10,9,0,9,1
Office of Arts and Culture,0,0,0,0,0,0,0,0,0,0
Office of Behavioral HIth & Intellectual disAbility,30,233,263,53,292,345,26,239,265,80
