0,1,2,3,4,5,6,7,8,9,10
,FISCAL,YEAR 2022,,,,,FISCAL YEAR 2023,,,
,YEAR,END ACTUAL,,,ADOPTED BUDGET,,MONTH,END ACTUAL,,MONTH END
Department,General,Other,Total,General,Other,Total,General,Other,Total,ACTUAL (OVER) UNDER BUDGET
Office of the Chief Administrative Officer,75,0,75,92,0,92,76,0,76,16
Office of Children and Families,2,0,2,3,0,3,3,0,3,0
Office of Homeless Services,114,23,137,149,34,183,114,22,136,47
Office of Human Resources,73,0,73,88,0,88,72,0,72,16
Office of Innovation and Technology,300,103,403,397,147,544,315,106,421,123
Office of the Inspector General,16,0,16,26,0,26,15,0,15,11
Office of Property Assessment,177,0,177,225,0,225,173,0,173,52
Office of Sustainability,11,2,13,15,2,17,11,1,12,5
Parks and Recreation,613,27,640,787,40,827,623,29,652,175
Planning & Development,54,52,106,74,63,137,53,51,104,33
Police Total,"6,651",141,"6,792","7,327",153,"7,480","6,555",139,"6,694",786
Civilian,799,10,809,947,11,958,799,10,809,149
Uniform,"5,852",131,"5,983","6,380",142,"6,522","5,756",129,"5,885",637
Prisons,"1,393",0,"1,393","2,186",0,"2,186","1,328",0,"1,328",858
Procurement,35,2,37,51,2,53,31,3,34,19
Public Health,689,171,860,835,233,"1,068",691,166,857,211
Public Property,133,0,133,156,0,156,129,0,129,27
Records,54,0,54,60,0,60,52,0,52,8
Register of Wills,67,0,67,73,0,73,66,0,66,7
Revenue,328,167,495,399,221,620,330,169,499,121
Sheriff,343,0,343,537,0,537,343,0,343,194
Streets,"2,072",1,"2,073","2,378",0,"2,378","2,038",1,"2,039",339
Water,0,"1,924","1,924",0,"2,400","2,400",0,"1,915","1,915",485
"Water,Sewer & Stormwater Rate Board",0,1,1,0,1,1,0,1,1,0
,,,,,,,,,,
TOTAL ALL FUNDS,"21,055","5,377","26,432","25,489","6,821","32,310","20,907","5,450","26,357","5,953"
